,mfg,sell,demand,fcost,rma
30111,335,740.35,2045,234.5,3
30112,447,987.87,4816,312.9,1
30113,212,468.52,5439,148.4,1
30114,305,674.05,1941,213.5,2
30115,88,194.48,3414,61.6,3
30116,484,1069.6399999999999,5383,338.8,3
30117,433,956.9300000000001,1960,303.1,3
30118,91,201.10999999999999,1921,63.7,3
30119,336,742.5600000000001,3400,235.2,1
30120,396,875.1600000000001,2386,277.2,3
30121,442,976.8199999999999,3161,309.4,1
30122,491,1085.1100000000001,2772,343.7,3
30123,258,570.1800000000001,2551,180.6,1
30124,416,919.36,2264,291.2,2
30125,238,525.98,4427,166.6,3
30126,176,388.96,2479,123.2,3
30127,342,755.8199999999999,2347,239.4,3
30128,336,742.5600000000001,6305,235.2,3
30129,287,634.27,1831,200.9,1
30130,92,203.32,4963,64.4,1
30131,85,187.85,1644,59.5,1
30132,235,519.35,5919,164.5,3
30133,311,687.3100000000001,2461,217.7,1
30134,270,596.7,4035,189.0,2
30135,80,176.8,2908,56.0,3
30136,438,967.98,2195,306.6,2
30137,129,285.09000000000003,3674,90.3,1
30138,308,680.6800000000001,6789,215.6,2
30139,419,925.9899999999999,5632,293.3,3
30140,309,682.8899999999999,6312,216.3,2
30141,347,766.87,2174,242.9,1
30142,435,961.35,2118,304.5,2
30143,415,917.15,2568,290.5,3
30144,455,1005.55,6560,318.5,2
30145,102,225.42000000000002,2300,71.4,3
30146,437,965.77,3428,305.9,1
30147,336,742.5600000000001,5746,235.2,2
30148,121,267.40999999999997,3746,84.7,2
30149,311,687.3100000000001,4794,217.7,3
30150,496,1096.16,6460,347.2,2
30151,475,1049.75,4062,332.5,3
30152,443,979.03,6062,310.1,2
30153,332,733.72,2556,232.4,3
30154,321,709.4100000000001,4019,224.7,1
30155,247,545.87,2731,172.9,3
30156,209,461.89,2149,146.3,2
30157,466,1029.8600000000001,4356,326.2,1
30158,340,751.4,6669,238.0,3
30159,140,309.4,1892,98.0,2
30160,192,424.31999999999994,3025,134.4,3
30161,70,154.7,2809,49.0,1
30162,120,265.2,6489,84.0,2
30163,291,643.11,2477,203.7,1
30164,421,930.4100000000001,3831,294.7,2
30165,69,152.49,1974,48.3,3
30166,140,309.4,5109,98.0,2
30167,248,548.08,5277,173.6,2
30168,351,775.71,2737,245.7,1
30169,438,967.98,3612,306.6,3
30170,325,718.25,2670,227.5,2
30171,453,1001.13,2654,317.1,1
30172,167,369.06999999999994,6918,116.9,3
30173,444,981.2399999999999,2396,310.8,1
30174,54,119.34,6056,37.8,2
30175,263,581.23,4391,184.1,2
30176,134,296.14,4901,93.8,3
30177,378,835.38,3080,264.6,2
30178,327,722.67,6642,228.9,3
30179,459,1014.3899999999999,6725,321.3,1
30180,226,499.46,2499,158.2,1
30181,475,1049.75,3605,332.5,2
30182,285,629.85,2276,199.5,1
30183,301,665.21,6547,210.7,3
30184,222,490.61999999999995,5570,155.4,3
30185,238,525.98,4879,166.6,2
30186,208,459.68,1885,145.6,3
30187,373,824.33,6393,261.1,2
30188,469,1036.49,6930,328.3,3
30189,465,1027.65,2469,325.5,1
30190,169,373.49,1757,118.30000000000001,2
30191,282,623.22,1892,197.4,3
30192,306,676.26,4441,214.2,2
30193,483,1067.43,5497,338.1,1
30194,99,218.79000000000002,6471,69.3,3
30195,107,236.47,3501,74.9,3
30196,452,998.92,2385,316.4,3
30197,251,554.71,2864,175.7,3
30198,328,724.88,5385,229.60000000000002,2
30199,395,872.95,3747,276.5,2
30200,422,932.62,3348,295.4,2
30201,321,709.4100000000001,6018,224.7,3
30202,122,269.62,6692,85.4,2
30203,386,853.0600000000001,1603,270.2,3
30204,371,819.9100000000001,3101,259.7,2
30205,394,870.7399999999999,1926,275.8,1
30206,179,395.59000000000003,6614,125.30000000000001,2
30207,113,249.73,5890,79.1,3
30208,487,1076.27,3696,340.9,2
30209,125,276.25,6672,87.5,1
30210,212,468.52,4538,148.4,3
30211,401,886.21,4363,280.7,3
30212,264,583.44,2020,184.8,1
30213,431,952.51,1831,301.7,2
30214,362,800.02,3952,253.4,2
30215,462,1021.02,4492,323.4,1
30216,337,744.77,3109,235.9,2
30217,305,674.05,2576,213.5,2
30218,279,616.59,6522,195.3,2
30219,332,733.72,2309,232.4,1
30220,403,890.63,6289,282.1,3
30221,274,605.54,4479,191.8,3
30222,237,523.77,5766,165.9,1
30223,97,214.37,1958,67.9,1
30224,86,190.05999999999997,2024,60.2,2
30225,467,1032.07,1985,326.9,3
30226,438,967.98,2396,306.6,3
30227,247,545.87,1768,172.9,2
30228,315,696.15,5238,220.5,3
30229,317,700.5699999999999,1514,221.9,2
30230,392,866.3199999999999,2616,274.4,1
30231,290,640.9,2525,203.0,2
30232,475,1049.75,3490,332.5,3
30233,467,1032.07,1675,326.9,1
30234,477,1054.17,1992,333.9,1
30235,228,503.88,2440,159.6,1
30236,114,251.94,4582,79.8,3
30237,185,408.85,2185,129.5,2
30238,313,691.73,1674,219.1,3
30239,438,967.98,2893,306.6,2
30240,398,879.58,2803,278.6,2
30241,264,583.44,2182,184.8,1
30242,208,459.68,5037,145.6,2
30243,91,201.10999999999999,4888,63.7,3
30244,51,112.71000000000001,4583,35.7,2
30245,307,678.47,5531,214.9,2
30246,410,906.1,4883,287.0,1
30247,353,780.13,6397,247.10000000000002,2
30248,491,1085.1100000000001,2180,343.7,1
30249,354,782.3399999999999,3520,247.8,2
30250,486,1074.06,5942,340.2,1
30251,299,660.79,4834,209.3,1
30252,462,1021.02,2788,323.4,1
30253,286,632.06,2979,200.2,2
30254,120,265.2,4245,84.0,2
30255,369,815.4899999999999,6016,258.3,3
30256,392,866.3199999999999,3402,274.4,2
30257,165,364.65,6556,115.5,1
30258,363,802.23,6209,254.10000000000002,2
30259,471,1040.91,5687,329.7,2
30260,483,1067.43,4093,338.1,3
30261,428,945.88,4979,299.6,3
30262,344,760.2399999999999,2928,240.8,2
30263,264,583.44,3122,184.8,1
30264,248,548.08,1640,173.6,1
30265,210,464.1,3117,147.0,2
30266,447,987.87,6335,312.9,3
30267,69,152.49,6559,48.3,2
30268,169,373.49,3176,118.30000000000001,2
30269,157,346.96999999999997,4917,109.9,2
30270,55,121.55,3263,38.5,2
30271,419,925.9899999999999,3014,293.3,2
30272,155,342.55,6927,108.5,3
30273,364,804.4399999999999,5828,254.8,1
30274,329,727.0899999999999,5352,230.3,1
30275,460,1016.6,5391,322.0,2
30276,369,815.4899999999999,3556,258.3,1
30277,439,970.1899999999999,6101,307.3,2
30278,209,461.89,5788,146.3,2
30279,273,603.33,4239,191.1,1
30280,214,472.94,5076,149.8,2
30281,277,612.17,5394,193.9,2
30282,412,910.52,4920,288.4,2
30283,440,972.4,6844,308.0,1
30284,113,249.73,6083,79.1,2
30285,260,574.6,2341,182.0,3
30286,280,618.8,4532,196.0,3
30287,246,543.66,5877,172.2,1
30288,193,426.53000000000003,2294,135.1,2
30289,327,722.67,2875,228.9,1
30290,106,234.26,4813,74.2,3
30291,71,156.91,6286,49.7,1
30292,434,959.1399999999999,5963,303.8,1
30293,66,145.86,4883,46.2,2
30294,77,170.17000000000002,5614,53.9,1
30295,203,448.63,3601,142.1,3
30296,414,914.9399999999999,3866,289.8,1
30297,406,897.26,3303,284.2,2
30298,419,925.9899999999999,6548,293.3,2
30299,394,870.7399999999999,5751,275.8,3
30300,97,214.37,3246,67.9,2
30301,81,179.01,3827,56.7,3
30302,233,514.9300000000001,2307,163.1,2
30303,225,497.25,4324,157.5,3
30304,137,302.77,5685,95.9,1
30305,76,167.95999999999998,4495,53.2,1
30306,155,342.55,2479,108.5,2
30307,352,777.92,6399,246.4,2
30308,311,687.3100000000001,6115,217.7,2
30309,50,110.5,3871,35.0,1
30310,217,479.56999999999994,2749,151.9,2
30311,271,598.91,5208,189.7,3
30312,188,415.48,1720,131.6,3
30313,431,952.51,6300,301.7,3
30314,459,1014.3899999999999,4573,321.3,1
30315,352,777.92,3070,246.4,2
30316,323,713.83,3929,226.10000000000002,3
30317,110,243.1,6617,77.0,1
30318,448,990.08,2933,313.6,3
30319,285,629.85,1580,199.5,2
30320,87,192.27,4368,60.900000000000006,3
30321,377,833.17,3036,263.9,3
30322,144,318.24,6795,100.8,3
30323,127,280.67,3980,88.9,3
30324,54,119.34,2302,37.8,3
30325,384,848.6399999999999,3291,268.8,3
30326,296,654.16,5638,207.2,1
30327,255,563.55,2444,178.5,2
30328,112,247.52,5701,78.4,1
30329,217,479.56999999999994,1618,151.9,1
30330,406,897.26,1509,284.2,1
30331,262,579.02,4165,183.4,3
30332,225,497.25,6214,157.5,1
30333,108,238.68,5173,75.6,1
30334,85,187.85,6500,59.5,3
30335,259,572.39,3847,181.3,1
30336,80,176.8,3038,56.0,1
30337,312,689.52,2093,218.4,2
30338,485,1071.85,2831,339.5,1
30339,261,576.81,1952,182.7,3
30340,398,879.58,6286,278.6,1
30341,79,174.59,4778,55.3,2
30342,418,923.78,1767,292.6,2
30343,246,543.66,6231,172.2,2
30344,413,912.73,4815,289.1,2
30345,365,806.65,1544,255.5,1
30346,298,658.58,6825,208.6,2
30347,232,512.72,3077,162.4,1
30348,90,198.9,6530,63.0,3
30349,204,450.84000000000003,6701,142.8,3
30350,129,285.09000000000003,6320,90.3,2
30351,483,1067.43,6065,338.1,2
30352,198,437.58000000000004,5400,138.6,3
30353,51,112.71000000000001,3991,35.7,3
30354,313,691.73,5339,219.1,3
30355,127,280.67,2815,88.9,1
30356,306,676.26,5404,214.2,3
30357,496,1096.16,6163,347.2,3
30358,498,1100.58,5586,348.6,1
30359,232,512.72,2084,162.4,2
30360,142,313.82,6804,99.4,2
30361,188,415.48,5463,131.6,1
30362,242,534.8199999999999,3322,169.4,1
30363,496,1096.16,5551,347.2,3
30364,247,545.87,5928,172.9,3
30365,159,351.39,2947,111.3,1
30366,349,771.29,5558,244.3,2
30367,305,674.05,4211,213.5,1
30368,299,660.79,3074,209.3,3
30369,436,963.5600000000001,2431,305.2,3
30370,217,479.56999999999994,4687,151.9,2
30371,438,967.98,2076,306.6,2
30372,396,875.1600000000001,5595,277.2,2
30373,458,1012.1800000000001,4421,320.6,2
30374,338,746.98,2053,236.60000000000002,1
30375,325,718.25,6339,227.5,3
30376,258,570.1800000000001,4098,180.6,2
30377,469,1036.49,5648,328.3,2
30378,157,346.96999999999997,5007,109.9,2
30379,204,450.84000000000003,6949,142.8,2
30380,146,322.65999999999997,4808,102.2,3
30381,361,797.8100000000001,3291,252.7,2
30382,447,987.87,3773,312.9,2
30383,361,797.8100000000001,5935,252.7,2
30384,277,612.17,3553,193.9,2
30385,413,912.73,1573,289.1,3
30386,465,1027.65,6140,325.5,1
30387,255,563.55,3356,178.5,1
30388,178,393.38,4885,124.6,1
30389,292,645.3199999999999,3309,204.4,2
30390,381,842.01,4847,266.7,3
30391,340,751.4,3381,238.0,3
30392,265,585.65,3050,185.5,2
30393,420,928.2,6686,294.0,1
30394,70,154.7,5275,49.0,3
30395,286,632.06,2610,200.2,1
30396,201,444.21,6842,140.7,3
30397,340,751.4,5267,238.0,2
30398,394,870.7399999999999,2723,275.8,3
30399,403,890.63,5163,282.1,2
30400,271,598.91,6332,189.7,2
30401,222,490.61999999999995,6564,155.4,3
30402,180,397.8,6934,126.0,1
30403,317,700.5699999999999,2424,221.9,3
30404,222,490.61999999999995,4260,155.4,3
30405,329,727.0899999999999,1858,230.3,2
30406,413,912.73,5567,289.1,3
30407,270,596.7,6466,189.0,1
30408,253,559.13,1951,177.1,3
30409,260,574.6,5316,182.0,1
30410,382,844.22,5118,267.4,1
30411,493,1089.53,4354,345.1,1
30412,310,685.1,2388,217.0,1
30413,93,205.53,3958,65.1,1
30414,174,384.54,4007,121.80000000000001,2
30415,449,992.29,4941,314.3,3
30416,52,114.92,1506,36.4,1
30417,74,163.54,5363,51.8,3
30418,79,174.59,3664,55.3,2
30419,269,594.49,6879,188.3,2
30420,69,152.49,4894,48.3,1
30421,358,791.1800000000001,3310,250.60000000000002,3
30422,381,842.01,4661,266.7,3
30423,287,634.27,3781,200.9,2
30424,461,1018.8100000000001,5063,322.7,3
30425,203,448.63,6068,142.1,3
30426,126,278.46,2657,88.2,2
30427,220,486.2,6586,154.0,1
30428,234,517.14,1569,163.8,3
30429,460,1016.6,5074,322.0,3
30430,476,1051.96,3522,333.2,3
30431,203,448.63,5917,142.1,1
30432,143,316.03,3365,100.1,3
30433,372,822.12,3433,260.4,1
30434,469,1036.49,5999,328.3,2
30435,345,762.45,6794,241.5,1
30436,239,528.19,3492,167.3,3
30437,152,335.91999999999996,6868,106.4,2
30438,389,859.6899999999999,3675,272.3,3
30439,482,1065.22,3981,337.4,1
30440,280,618.8,2992,196.0,3
30441,408,901.6800000000001,1592,285.6,1
30442,237,523.77,2914,165.9,1
30443,317,700.5699999999999,6816,221.9,3
30444,233,514.9300000000001,6894,163.1,3
30445,494,1091.74,3939,345.8,2
30446,51,112.71000000000001,6276,35.7,2
30447,144,318.24,4221,100.8,2
30448,266,587.86,5783,186.2,2
30449,408,901.6800000000001,3023,285.6,2
30450,120,265.2,1589,84.0,3
30451,304,671.8399999999999,6862,212.8,1
30452,86,190.05999999999997,5462,60.2,3
30453,185,408.85,4867,129.5,3
30454,372,822.12,2746,260.4,3
30455,433,956.9300000000001,4644,303.1,2
30456,51,112.71000000000001,4428,35.7,1
30457,490,1082.9,2419,343.0,1
30458,279,616.59,4445,195.3,1
30459,389,859.6899999999999,6414,272.3,2
30460,156,344.76,2693,109.2,1
30461,493,1089.53,4518,345.1,2
30462,469,1036.49,1694,328.3,3
30463,319,704.9899999999999,4902,223.3,2
30464,179,395.59000000000003,6120,125.30000000000001,1
30465,343,758.03,3492,240.10000000000002,2
30466,295,651.95,1789,206.5,3
30467,477,1054.17,5580,333.9,2
30468,434,959.1399999999999,1749,303.8,2
30469,77,170.17000000000002,2372,53.9,1
30470,285,629.85,5506,199.5,1
30471,347,766.87,5214,242.9,3
30472,87,192.27,6063,60.900000000000006,2
30473,187,413.27,6685,130.9,2
30474,309,682.8899999999999,2923,216.3,2
30475,224,495.04,3752,156.8,3
30476,100,221.0,5058,70.0,3
30477,243,537.03,1731,170.1,2
30478,134,296.14,3180,93.8,3
30479,125,276.25,2506,87.5,2
30480,328,724.88,6812,229.60000000000002,3
30481,50,110.5,6058,35.0,3
30482,315,696.15,2628,220.5,1
30483,120,265.2,3283,84.0,1
30484,342,755.8199999999999,5791,239.4,2
30485,443,979.03,5141,310.1,1
30486,218,481.78000000000003,2746,152.6,2
30487,483,1067.43,6917,338.1,3
30488,140,309.4,2002,98.0,1
30489,382,844.22,5403,267.4,2
30490,190,419.9,4797,133.0,1
30491,356,786.76,2301,249.2,1
30492,461,1018.8100000000001,5757,322.7,2
30493,342,755.8199999999999,6319,239.4,3
30494,311,687.3100000000001,4334,217.7,2
30495,322,711.62,3688,225.4,3
30496,290,640.9,2091,203.0,1
30497,122,269.62,4079,85.4,3
30498,109,240.89000000000001,6557,76.3,1
30499,150,331.5,3916,105.0,1
30500,474,1047.54,6805,331.8,2
30501,292,645.3199999999999,4515,204.4,1
30502,219,483.99,6791,153.3,2
30503,499,1102.79,3969,349.3,3
30504,238,525.98,4187,166.6,2
30505,376,830.96,3407,263.2,2
30506,478,1056.38,2433,334.6,2
30507,80,176.8,2739,56.0,3
30508,272,601.12,4424,190.4,2
30509,196,433.15999999999997,4149,137.2,3
30510,53,117.13,2389,37.1,2
30511,376,830.96,5779,263.2,2
30512,95,209.95,4746,66.5,1
30513,455,1005.55,5333,318.5,1
30514,397,877.37,4111,277.9,1
30515,281,621.01,2504,196.7,3
30516,433,956.9300000000001,6371,303.1,1
30517,110,243.1,5866,77.0,2
30518,108,238.68,4393,75.6,1
30519,99,218.79000000000002,3782,69.3,2
30520,307,678.47,4617,214.9,1
30521,445,983.45,3769,311.5,1
30522,207,457.46999999999997,2978,144.9,3
30523,438,967.98,2954,306.6,2
30524,57,125.97,6596,39.9,1
30525,252,556.92,2614,176.4,3
30526,335,740.35,5933,234.5,2
30527,156,344.76,2604,109.2,2
30528,332,733.72,1827,232.4,2
30529,62,137.02,1623,43.4,1
30530,450,994.5,1811,315.0,3
30531,151,333.71,5418,105.7,2
30532,303,669.63,1721,212.1,2
30533,257,567.97,1568,179.9,2
30534,373,824.33,3579,261.1,3
30535,327,722.67,5402,228.9,1
30536,345,762.45,6342,241.5,1
30537,408,901.6800000000001,4488,285.6,1
30538,114,251.94,4638,79.8,1
30539,477,1054.17,4017,333.9,2
30540,133,293.93,5555,93.1,2
30541,358,791.1800000000001,5382,250.60000000000002,2
30542,314,693.9399999999999,2577,219.8,1
30543,329,727.0899999999999,4618,230.3,1
30544,95,209.95,6572,66.5,1
30545,486,1074.06,2485,340.2,2
30546,238,525.98,5561,166.6,2
30547,77,170.17000000000002,2571,53.9,2
30548,90,198.9,6300,63.0,2
30549,217,479.56999999999994,4969,151.9,2
30550,221,488.40999999999997,3498,154.7,3
30551,393,868.53,3543,275.1,3
30552,165,364.65,5938,115.5,2
30553,343,758.03,3346,240.10000000000002,3
30554,274,605.54,4037,191.8,3
30555,225,497.25,6503,157.5,3
30556,168,371.28000000000003,3143,117.6,2
30557,464,1025.44,4455,324.8,1
30558,301,665.21,2858,210.7,1
30559,209,461.89,1937,146.3,1
30560,193,426.53000000000003,6555,135.1,3
30561,246,543.66,6760,172.2,2
30562,308,680.6800000000001,2906,215.6,2
30563,401,886.21,1634,280.7,3
30564,378,835.38,6699,264.6,1
30565,333,735.9300000000001,2029,233.10000000000002,1
30566,305,674.05,5056,213.5,3
30567,58,128.18,6013,40.6,3
30568,276,609.96,6084,193.2,3
30569,234,517.14,3808,163.8,3
30570,119,262.99,5117,83.3,1
30571,381,842.01,1665,266.7,3
30572,335,740.35,3064,234.5,1
30573,359,793.3899999999999,5837,251.3,2
30574,237,523.77,6162,165.9,1
30575,117,258.57,1778,81.9,3
30576,456,1007.76,3099,319.2,2
30577,212,468.52,5527,148.4,3
30578,466,1029.8600000000001,5706,326.2,2
30579,142,313.82,5173,99.4,3
30580,382,844.22,2340,267.4,2
30581,228,503.88,2070,159.6,3
30582,436,963.5600000000001,4782,305.2,2
30583,189,417.69,2424,132.3,1
30584,51,112.71000000000001,5888,35.7,2
30585,153,338.13,6673,107.1,3
30586,436,963.5600000000001,3113,305.2,3
30587,109,240.89000000000001,2462,76.3,2
30588,488,1078.48,3211,341.6,2
30589,473,1045.33,4251,331.1,3
30590,104,229.84,6149,72.8,3
30591,359,793.3899999999999,3863,251.3,2
30592,132,291.72,6443,92.4,3
30593,378,835.38,4526,264.6,2
30594,240,530.4,2790,168.0,2
30595,453,1001.13,4853,317.1,1
30596,394,870.7399999999999,2312,275.8,3
30597,132,291.72,3125,92.4,1
30598,249,550.29,6286,174.3,3
30599,225,497.25,3513,157.5,1
30600,85,187.85,2428,59.5,3
30601,216,477.36,3202,151.2,2
30602,430,950.3,6322,301.0,2
30603,485,1071.85,2338,339.5,2
30604,153,338.13,1689,107.1,2
30605,121,267.40999999999997,4948,84.7,1
30606,192,424.31999999999994,5515,134.4,1
30607,354,782.3399999999999,3738,247.8,3
30608,145,320.45,1788,101.5,1
30609,319,704.9899999999999,2408,223.3,2
30610,393,868.53,4932,275.1,2
30611,79,174.59,1564,55.3,2
30612,426,941.46,1817,298.2,3
30613,94,207.74,4908,65.8,2
30614,491,1085.1100000000001,4145,343.7,3
30615,101,223.20999999999998,5519,70.7,2
30616,240,530.4,1829,168.0,3
30617,119,262.99,6787,83.3,1
30618,156,344.76,5688,109.2,3
30619,474,1047.54,5435,331.8,2
30620,476,1051.96,1702,333.2,2
30621,470,1038.7,3244,329.0,1
30622,430,950.3,4869,301.0,3
30623,314,693.9399999999999,2406,219.8,3
30624,154,340.34000000000003,3440,107.8,2
30625,352,777.92,3765,246.4,2
30626,296,654.16,2955,207.2,3
30627,154,340.34000000000003,2149,107.8,1
30628,85,187.85,1551,59.5,3
30629,447,987.87,3381,312.9,1
30630,198,437.58000000000004,3454,138.6,3
30631,252,556.92,1736,176.4,3
30632,367,811.0699999999999,3183,256.9,1
30633,171,377.90999999999997,4192,119.7,3
30634,381,842.01,4904,266.7,3
30635,107,236.47,5480,74.9,1
30636,149,329.29,5790,104.3,3
30637,322,711.62,1561,225.4,1
30638,127,280.67,4184,88.9,2
30639,284,627.64,1515,198.8,1
30640,223,492.83000000000004,6075,156.1,2
30641,151,333.71,2700,105.7,2
30642,97,214.37,1538,67.9,1
30643,158,349.18,5693,110.6,3
30644,468,1034.28,5095,327.6,1
30645,267,590.0699999999999,6500,186.9,1
30646,447,987.87,2120,312.9,3
30647,166,366.86,4144,116.2,1
30648,237,523.77,2272,165.9,1
30649,293,647.53,3064,205.1,1
30650,458,1012.1800000000001,4047,320.6,3
30651,160,353.6,6919,112.0,1
30652,183,404.43,5596,128.1,2
30653,192,424.31999999999994,3341,134.4,2
30654,384,848.6399999999999,6964,268.8,2
30655,89,196.69,3035,62.3,3
30656,482,1065.22,1782,337.4,1
30657,249,550.29,6751,174.3,1
30658,358,791.1800000000001,5244,250.60000000000002,1
30659,218,481.78000000000003,3198,152.6,3
30660,450,994.5,2815,315.0,3
30661,210,464.1,4293,147.0,3
30662,135,298.35,4818,94.5,3
30663,471,1040.91,3142,329.7,3
30664,261,576.81,4741,182.7,2
30665,289,638.69,2188,202.3,2
30666,454,1003.3399999999999,2258,317.8,2
30667,160,353.6,4641,112.0,3
30668,159,351.39,2451,111.3,1
30669,369,815.4899999999999,2935,258.3,1
30670,387,855.27,6729,270.9,3
30671,147,324.87,6531,102.9,3
30672,90,198.9,6818,63.0,3
30673,424,937.04,1710,296.8,3
30674,134,296.14,6437,93.8,1
30675,160,353.6,4290,112.0,3
30676,302,667.42,4596,211.4,3
30677,429,948.0899999999999,4893,300.3,3
30678,339,749.1899999999999,4863,237.3,1
30679,276,609.96,6956,193.2,3
30680,448,990.08,3962,313.6,2
30681,245,541.45,5351,171.5,3
30682,188,415.48,4118,131.6,2
30683,447,987.87,4479,312.9,1
30684,321,709.4100000000001,2993,224.7,2
30685,321,709.4100000000001,5615,224.7,2
30686,276,609.96,5260,193.2,3
30687,351,775.71,1847,245.7,3
30688,81,179.01,6904,56.7,3
30689,495,1093.95,1578,346.5,3
30690,497,1098.37,2323,347.9,3
30691,348,769.08,4390,243.60000000000002,3
30692,276,609.96,4894,193.2,3
30693,404,892.8399999999999,4643,282.8,1
30694,80,176.8,2538,56.0,1
30695,188,415.48,5817,131.6,2
30696,440,972.4,1539,308.0,3
30697,380,839.8,2176,266.0,3
30698,317,700.5699999999999,1958,221.9,2
30699,135,298.35,4100,94.5,2
30700,106,234.26,2013,74.2,3
30701,205,453.05,6161,143.5,3
30702,341,753.61,4993,238.7,1
30703,279,616.59,2391,195.3,1
30704,434,959.1399999999999,5431,303.8,1
30705,431,952.51,4514,301.7,1
30706,327,722.67,5877,228.9,1
30707,496,1096.16,6836,347.2,1
30708,136,300.56,4712,95.2,3
30709,437,965.77,6490,305.9,2
30710,277,612.17,6909,193.9,3
30711,125,276.25,1642,87.5,1
30712,63,139.23,1780,44.1,3
30713,149,329.29,5338,104.3,3
30714,103,227.63,3520,72.1,2
30715,287,634.27,4105,200.9,3
30716,476,1051.96,5725,333.2,1
30717,299,660.79,3656,209.3,2
30718,295,651.95,2559,206.5,2
30719,190,419.9,2416,133.0,2
30720,303,669.63,4410,212.1,2
30721,251,554.71,4933,175.7,2
30722,392,866.3199999999999,3359,274.4,2
30723,184,406.64,5338,128.8,3
30724,443,979.03,4217,310.1,2
30725,366,808.86,4233,256.2,1
30726,320,707.2,4471,224.0,2
30727,346,764.6600000000001,3387,242.2,3
30728,174,384.54,3048,121.80000000000001,2
30729,434,959.1399999999999,4148,303.8,2
30730,339,749.1899999999999,2724,237.3,2
30731,317,700.5699999999999,2232,221.9,1
30732,161,355.81,3127,112.7,3
30733,361,797.8100000000001,3731,252.7,1
30734,406,897.26,1564,284.2,1
30735,140,309.4,5722,98.0,2
30736,81,179.01,2264,56.7,3
30737,134,296.14,1720,93.8,3
30738,476,1051.96,1614,333.2,2
30739,393,868.53,3408,275.1,1
30740,78,172.38,3919,54.6,2
30741,368,813.28,6474,257.6,2
30742,258,570.1800000000001,4786,180.6,1
30743,168,371.28000000000003,6511,117.6,1
30744,365,806.65,4421,255.5,2
30745,359,793.3899999999999,3080,251.3,1
30746,109,240.89000000000001,3701,76.3,2
30747,457,1009.97,1591,319.9,3
30748,314,693.9399999999999,3732,219.8,2
30749,77,170.17000000000002,4166,53.9,3
30750,343,758.03,1893,240.10000000000002,3
30751,352,777.92,6346,246.4,3
30752,145,320.45,6899,101.5,1
30753,293,647.53,4292,205.1,1
30754,76,167.95999999999998,3517,53.2,3
30755,147,324.87,4781,102.9,3
30756,267,590.0699999999999,3820,186.9,2
30757,241,532.61,5625,168.7,3
30758,148,327.08,1833,103.6,1
30759,396,875.1600000000001,5541,277.2,1
30760,312,689.52,3793,218.4,1
30761,61,134.81,2356,42.7,1
30762,235,519.35,5894,164.5,2
30763,458,1012.1800000000001,5697,320.6,1
30764,416,919.36,4268,291.2,2
30765,178,393.38,6547,124.6,1
30766,359,793.3899999999999,2867,251.3,1
30767,248,548.08,2127,173.6,2
30768,191,422.11,4954,133.7,3
30769,135,298.35,4990,94.5,2
30770,457,1009.97,2910,319.9,3
30771,282,623.22,4269,197.4,1
30772,254,561.34,5126,177.8,2
30773,402,888.42,2552,281.4,1
30774,303,669.63,5799,212.1,1
30775,188,415.48,3438,131.6,2
30776,72,159.12,5871,50.4,3
30777,109,240.89000000000001,1993,76.3,2
30778,384,848.6399999999999,4393,268.8,2
30779,55,121.55,3946,38.5,1
30780,340,751.4,6896,238.0,1
30781,405,895.05,4507,283.5,2
30782,84,185.64000000000001,4826,58.8,3
30783,355,784.55,3770,248.5,1
30784,76,167.95999999999998,2359,53.2,3
30785,164,362.44,2517,114.80000000000001,2
30786,244,539.24,6028,170.8,3
30787,483,1067.43,5975,338.1,2
30788,431,952.51,6809,301.7,3
30789,471,1040.91,4238,329.7,3
30790,306,676.26,5048,214.2,2
30791,133,293.93,2959,93.1,3
30792,195,430.95,3631,136.5,1
30793,404,892.8399999999999,1967,282.8,3
30794,277,612.17,5479,193.9,3
30795,182,402.21999999999997,6681,127.4,2
30796,251,554.71,6967,175.7,2
30797,181,400.01,4009,126.7,3
30798,490,1082.9,2112,343.0,3
30799,160,353.6,4181,112.0,1
30800,289,638.69,6296,202.3,1
30801,402,888.42,4892,281.4,1
30802,196,433.15999999999997,3063,137.2,2
30803,349,771.29,2927,244.3,3
30804,368,813.28,6598,257.6,1
30805,434,959.1399999999999,2572,303.8,2
30806,191,422.11,3195,133.7,2
30807,280,618.8,6389,196.0,3
30808,284,627.64,3395,198.8,3
30809,102,225.42000000000002,5343,71.4,1
30810,301,665.21,2734,210.7,2
30811,244,539.24,5342,170.8,3
30812,82,181.22,5352,57.400000000000006,2
30813,438,967.98,5414,306.6,3
30814,261,576.81,3792,182.7,2
30815,397,877.37,4287,277.9,3
30816,101,223.20999999999998,5438,70.7,1
30817,97,214.37,5762,67.9,1
30818,395,872.95,6981,276.5,3
30819,260,574.6,4161,182.0,1
30820,420,928.2,5258,294.0,2
30821,426,941.46,4839,298.2,2
30822,139,307.19,5126,97.3,2
30823,309,682.8899999999999,1996,216.3,1
30824,124,274.04,6910,86.8,1
30825,492,1087.32,6103,344.4,1
30826,441,974.61,4935,308.7,2
30827,285,629.85,2214,199.5,3
30828,187,413.27,2140,130.9,2
30829,82,181.22,2267,57.400000000000006,3
30830,453,1001.13,3514,317.1,2
30831,157,346.96999999999997,5521,109.9,3
30832,387,855.27,5024,270.9,1
30833,314,693.9399999999999,4447,219.8,1
30834,369,815.4899999999999,4944,258.3,3
